March 1 2017 Xuhui Air Quality Data,,,
Hour,PM2.5 (ug/m3),CO2 (ppm),AHR
4746,70,400,0.0148
4747,85,400,0.0148
4748,102,400,0.0153
4749,99,400,0.0171
4750,106,400,0.0198
4751,101,400,0.0209
4752,100,400,0.0215
4753,89,400,0.0227
4754,91,400,0.026
4755,123,400,0.0261
4756,113,400,0.0292
4757,98,400,0.03
4758,96,400,0.0308
4759,76,400,0.0308
4760,69,400,0.03
4761,68,400,0.0269
4762,40,400,0.024
4763,51,400,0.0203
4764,45,400,0.0192
4765,41,400,0.0192
4766,45,400,0.0166
4767,41,400,0.0162
4768,35,400,0.0162
4769,46,400,0.014
4770,45,400,0.0132
4771,42,400,0.0132
4772,59,400,0.0161
4773,48,400,0.0192
4774,37,400,0.0209
4775,31,400,0.0196
4776,29,400,0.022
4777,39,400,0.0276
4778,38,400,0.0293
4779,37,400,0.0301
4780,37,400,0.0316
4781,35,400,0.0307
4782,37,400,0.0316
4783,27,400,0.0315
4784,27,400,0.0315
4785,20,400,0.0315
4786,31,400,0.0301
4787,36,400,0.0262
4788,35,400,0.0228
4789,34,400,0.018
4790,32,400,0.0186
4791,27,400,0.0171
4792,23,400,0.0166
4793,17,400,0.0166
4794,17,400,0.0166
4795,28,400,0.0171
4796,15,400,0.0192
4797,29,400,0.0204
4798,35,400,0.0215
4799,31,400,0.0215
4800,34,400,0.0192
4801,28,400,0.0191
4802,18,400,0.0239
4803,26,400,0.0274
4804,27,400,0.0275
4805,23,400,0.0308
4806,17,400,0.0325
4807,22,400,0.0325
4808,33,400,0.0316
4809,26,400,0.0299
4810,29,400,0.0247
4811,17,400,0.0197
4812,33,400,0.0186
4813,31,400,0.0176
4814,41,400,0.0167
4815,28,400,0.0162
4816,32,400,0.0154
4817,29,400,0.0153
4818,39,400,0.0145
4819,41,400,0.0149
4820,46,400,0.0172
4821,40,400,0.0182
4822,10,400,0.0198
4823,11,400,0.0221
4824,12,400,0.0254
4825,13,400,0.029
4826,27,400,0.0306
4827,32,400,0.0323
4828,46,400,0.036
4829,41,400,0.036
4830,38,400,0.0369
4831,39,400,0.0349
4832,29,400,0.032
4833,39,400,0.0271
4834,39,400,0.0223
4835,37,400,0.0173
4836,35,400,0.0174
4837,42,400,0.016
4838,46,400,0.0152
4839,44,400,0.014
4840,39,400,0.0132
4841,47,400,0.0133
4842,40,400,0.0145
4843,32,400,0.0153
4844,36,400,0.0152
4845,42,400,0.0156
4846,40,400,0.0185
4847,42,400,0.0206
4848,44,400,0.0236
4849,43,400,0.0278
4850,36,400,0.0278
4851,34,400,0.031
4852,45,400,0.0329
4853,36,400,0.0366
4854,41,400,0.0376
4855,32,400,0.0409
4856,34,400,0.0357
4857,31,400,0.0302
4858,46,400,0.0257
4859,45,400,0.0223
4860,39,400,0.0184
4861,41,400,0.0165
4862,37,400,0.0156
4863,44,400,0.0139
4864,44,400,0.014
4865,51,400,0.0132
4866,43,400,0.0154
4867,52,400,0.0153
4868,34,400,0.0157
4869,33,400,0.0161
4870,23,400,0.0184
4871,29,400,0.0205
4872,24,400,0.0257
4873,28,400,0.0287
4874,33,400,0.0292
4875,33,400,0.0308
4876,41,400,0.0308
4877,39,400,0.0334
4878,49,400,0.0364
4879,49,400,0.0355
4880,52,400,0.0336
4881,33,400,0.0293
4882,39,400,0.0271
4883,38,400,0.0236
4884,45,400,0.0189
4885,52,400,0.0164
4886,55,400,0.0142
4887,64,400,0.0127
4888,44,400,0.0128
4889,52,400,0.012
4890,59,400,0.0127
4891,42,400,0.0117
4892,37,400,0.0145
4893,38,400,0.0175
4894,39,400,0.0184
4895,39,400,0.0211
4896,39,400,0.0256
4897,46,400,0.0271
4898,33,400,0.0311
4899,45,400,0.0318
4900,30,400,0.0366
4901,48,400,0.0387
4902,50,400,0.0408
4903,46,400,0.0408
4904,50,400,0.0397
4905,34,400,0.0365
4906,32,400,0.0311
4907,18,400,0.0243
4908,38,400,0.0212
4909,27,400,0.0186
4910,27,400,0.0156
4911,22,400,0.0162
4912,24,400,0.0177
4913,23,400,0.0171
4914,51,400,0.0171
4915,45,400,0.0161
4916,45,400,0.0162
4917,34,400,0.0171
4918,36,400,0.0197
4919,31,400,0.0233
4920,31,400,0.0275
4921,32,400,0.0306
4922,33,400,0.034
4923,35,400,0.0366
4924,37,400,0.0366
4925,42,400,0.0378
4926,46,400,0.0378
4927,46,400,0.0368
4928,48,400,0.0331
4929,52,400,0.0304
4930,50,400,0.0272
4931,44,400,0.0224
4932,49,400,0.0196
4933,50,400,0.0191
4934,47,400,0.0166
4935,34,400,0.0156
4936,36,400,0.0148
4937,27,400,0.0144
4938,36,400,0.0148
4939,46,400,0.0144
4940,50,400,0.0157
4941,33,400,0.0176
4942,27,400,0.0191
4943,25,400,0.022
4944,15,400,0.0246
4945,10,400,0.0274
4946,15,400,0.0298
4947,9,400,0.0306
4948,4,400,0.0332
4949,7,400,0.0341
4950,11,400,0.0341
4951,18,400,0.035
4952,12,400,0.0322
4953,21,400,0.0306
4954,20,400,0.0266
4955,24,400,0.022
4956,28,400,0.0186
4957,32,400,0.0172
4958,28,400,0.015
4959,29,400,0.0127
4960,26,400,0.0123
4961,38,400,0.0126
4962,36,400,0.0119
4963,38,400,0.0163
4964,32,400,0.0167
4965,33,400,0.0171
4966,28,400,0.0192
4967,27,400,0.0227
4968,24,400,0.024
4969,14,400,0.0259
4970,12,400,0.0313
4971,20,400,0.0348
4972,14,400,0.0367
4973,14,400,0.0406
4974,10,400,0.0419
4975,20,400,0.0409
4976,21,400,0.0397
4977,29,400,0.0313
4978,31,400,0.029
4979,50,400,0.0226
4980,52,400,0.0191
4981,54,400,0.0172
4982,48,400,0.0162
4983,64,400,0.0148
4984,47,400,0.0133
4985,52,400,0.0115
4986,62,400,0.0145
4987,59,400,0.017
4988,42,400,0.0169
4989,38,400,0.0165
4990,37,400,0.0164
4991,42,400,0.0195
4992,34,400,0.0211
4993,33,400,0.0268
4994,31,400,0.0301
4995,39,400,0.0355
4996,32,400,0.0376
4997,34,400,0.0386
4998,43,400,0.0408
4999,43,400,0.043
5000,57,400,0.0378
5001,73,400,0.0266
5002,65,400,0.022
5003,50,400,0.0207
5004,60,400,0.019
5005,47,400,0.0165
5006,58,400,0.0162
5007,44,400,0.0157
5008,46,400,0.0183
5009,32,400,0.0219
5010,32,400,0.0225
5011,41,400,0.0207
5012,37,400,0.0195
5013,59,400,0.0201
5014,51,400,0.0213
5015,67,400,0.0251
5016,67,400,0.0297
5017,64,400,0.0312
5018,60,400,0.0337
5019,64,400,0.0355
5020,64,400,0.0375
5021,60,400,0.0385
5022,64,400,0.035
5023,58,400,0.0269
5024,61,400,0.0241
5025,60,400,0.0247
5026,61,400,0.0221
5027,67,400,0.0208
5028,63,400,0.0191
5029,61,400,0.0192
5030,47,400,0.0158
5031,34,400,0.018
5032,38,400,0.0294
5033,39,400,0.0261
5034,48,400,0.0254
5035,59,400,0.0196
5036,66,400,0.0215
5037,87,400,0.0214
5038,88,400,0.0247
5039,74,400,0.0276
5040,67,400,0.0324
5041,76,400,0.0322
5042,80,400,0.0359
5043,75,400,0.0369
5044,72,400,0.0422
5045,80,400,0.0333
5046,85,400,0.0223
5047,81,400,0.0235
5048,80,400,0.0255
5049,82,400,0.0292
5050,87,400,0.0253
5051,85,400,0.0232
5052,83,400,0.0214
5053,77,400,0.0191
5054,45,400,0.0166
5055,36,400,0.0161
5056,39,400,0.0167
5057,55,400,0.0162
5058,62,400,0.0171
5059,53,400,0.0181
5060,55,400,0.0186
5061,51,400,0.0197
5062,56,400,0.0191
5063,53,400,0.0226
5064,42,400,0.0261
5065,45,400,0.0275
5066,54,400,0.0299
5067,42,400,0.0324
5068,41,400,0.0323
5069,40,400,0.0321
5070,40,400,0.0323
5071,47,400,0.0332
5072,41,400,0.0315
5073,38,400,0.0274
5074,36,400,0.0237
5075,46,400,0.0212
5076,36,400,0.019
5077,32,400,0.017
5078,27,400,0.0161
5079,32,400,0.0165
5080,28,400,0.0156
5081,27,400,0.0157
5082,28,400,0.0161
5083,23,400,0.0156
5084,18,400,0.0165
5085,24,400,0.0191
5086,19,400,0.0208
5087,15,400,0.0233
5088,19,400,0.0246
5089,10,400,0.026
5090,11,400,0.0289
5091,8,400,0.0297
5092,8,400,0.0305
5093,8,400,0.0305
5094,6,400,0.0315
5095,5,400,0.0314
5096,8,400,0.0297
5097,8,400,0.0298
5098,11,400,0.0245
5099,13,400,0.0226
5100,24,400,0.0185
5101,15,400,0.0175
5102,21,400,0.0165
5103,22,400,0.0161
5104,17,400,0.0176
5105,14,400,0.0181
5106,21,400,0.0192
5107,23,400,0.0203
5108,19,400,0.0187
5109,17,400,0.0203
5110,8,400,0.0221
5111,12,400,0.0234
5112,15,400,0.0254
5113,5,400,0.0254
5114,6,400,0.0298
5115,5,400,0.0307
5116,6,400,0.0315
5117,4,400,0.0307
5118,14,400,0.0299
5119,15,400,0.0316
5120,9,400,0.0308
5121,19,400,0.0269
5122,16,400,0.0239
5123,18,400,0.0208
5124,28,400,0.0181
5125,16,400,0.0181
5126,18,400,0.0176
5127,28,400,0.0171
5128,11,400,0.0157
5129,18,400,0.0162
5130,14,400,0.0172
5131,9,400,0.0192
5132,9,400,0.0197
5133,5,400,0.0241
5134,20,400,0.0241
5135,5,400,0.0261
5136,11,400,0.0268
5137,16,400,0.0308
5138,12,400,0.0334
5139,8,400,0.0344
5140,13,400,0.0374
5141,14,400,0.0374
5142,15,400,0.0382
5143,23,400,0.0383
5144,17,400,0.0364
5145,18,400,0.0336
5146,15,400,0.0292
5147,21,400,0.0241
5148,16,400,0.0227
5149,22,400,0.0208
5150,24,400,0.0234
5151,29,400,0.0214
5152,23,400,0.022
5153,20,400,0.0208
5154,28,400,0.0215
5155,19,400,0.0228
5156,24,400,0.0204
5157,17,400,0.0198
5158,17,400,0.0198
5159,11,400,0.0203
5160,12,400,0.0221
5161,15,400,0.0255
5162,20,400,0.026
5163,14,400,0.0292
5164,12,400,0.0262
5165,10,400,0.0242
5166,18,400,0.0241
5167,23,400,0.0248
5168,29,400,0.0242
5169,41,400,0.0229
5170,45,400,0.0203
5171,55,400,0.0197
5172,14,400,0.0176
5173,8,400,0.0192
5174,6,400,0.0236
5175,9,400,0.0257
5176,15,400,0.0257
5177,14,400,0.025
5178,13,400,0.0222
5179,15,400,0.0204
5180,17,400,0.0204
5181,15,400,0.0203
5182,17,400,0.0215
5183,26,400,0.0234
5184,22,400,0.0254
5185,31,400,0.0269
5186,20,400,0.03
5187,27,400,0.0285
5188,23,400,0.0235
5189,7,400,0.021
5190,15,400,0.0205
5191,14,400,0.0229
5192,34,400,0.0256
5193,27,400,0.0256
5194,41,400,0.0228
5195,54,400,0.0192
5196,62,400,0.0176
5197,24,400,0.0158
5198,43,400,0.0149
5199,40,400,0.0153
5200,38,400,0.0153
5201,41,400,0.0163
5202,18,400,0.0162
5203,20,400,0.0171
5204,14,400,0.0181
5205,11,400,0.0187
5206,8,400,0.0192
5207,22,400,0.0203
5208,20,400,0.0226
5209,20,400,0.0253
5210,30,400,0.0282
5211,24,400,0.0289
5212,27,400,0.0306
5213,30,400,0.0307
5214,29,400,0.0315
5215,32,400,0.0315
5216,23,400,0.0283
5217,18,400,0.026
5218,36,400,0.0219
5219,24,400,0.0214
5220,20,400,0.0191
5221,25,400,0.0185
5222,16,400,0.018
5223,12,400,0.0166
5224,17,400,0.0166
5225,18,400,0.0176
5226,20,400,0.0171
5227,26,400,0.0166
5228,8,400,0.0181
5229,13,400,0.0197
5230,13,400,0.0209
5231,12,400,0.022
5232,13,400,0.0254
5233,13,400,0.0268
5234,10,400,0.0282
5235,9,400,0.029
5236,5,400,0.0316
5237,21,400,0.0315
5238,15,400,0.0315
5239,11,400,0.0307
5240,7,400,0.0299
5241,6,400,0.0283
5242,11,400,0.0246
5243,16,400,0.022
5244,13,400,0.0196
5245,26,400,0.018
5246,28,400,0.0165
5247,32,400,0.0152
5248,39,400,0.0156
5249,23,400,0.0152
5250,35,400,0.0156
5251,29,400,0.0166
5252,13,400,0.0165
5253,18,400,0.0175
5254,21,400,0.0191
5255,11,400,0.0215
5256,9,400,0.0232
5257,5,400,0.0253
5258,4,400,0.0274
5259,9,400,0.0282
5260,7,400,0.0297
5261,2,400,0.0315
5262,7,400,0.0307
5263,6,400,0.0315
5264,6,400,0.029
5265,6,400,0.0267
5266,6,400,0.0225
5267,6,400,0.0201
5268,6,400,0.0179
5269,6,400,0.017
5270,6,400,0.0161
5271,6,400,0.0161
5272,6,400,0.0165
5273,6,400,0.0156
5274,6,400,0.016
5275,6,400,0.0161
5276,2,400,0.017
5277,2,400,0.0181
5278,2,400,0.0197
5279,2,400,0.0208
5280,2,400,0.0219
5281,2,400,0.0231
5282,2,400,0.0259
5283,2,400,0.0274
5284,2,400,0.0297
5285,2,400,0.0281
5286,2,400,0.0282
5287,2,400,0.0297
5288,4,400,0.0274
5289,9,400,0.0245
5290,19,400,0.0207
5291,10,400,0.0195
5292,12,400,0.0175
5293,11,400,0.0186
5294,12,400,0.018
5295,9,400,0.0197
5296,17,400,0.018
5297,11,400,0.0191
5298,10,400,0.0256
5299,19,400,0.0248
5300,17,400,0.0242
5301,9,400,0.0248
5302,10,400,0.0256
5303,12,400,0.0262
5304,12,400,0.0276
5305,10,400,0.0291
5306,9,400,0.0307
5307,6,400,0.0317
5308,11,400,0.0317
5309,8,400,0.0317
5310,8,400,0.0308
5311,12,400,0.0291
5312,14,400,0.0241
5313,11,400,0.0256
5314,19,400,0.0248
5315,11,400,0.0215
5316,17,400,0.0203
5317,14,400,0.0187
5318,13,400,0.0187
5319,9,400,0.0181
5320,7,400,0.0177
5321,14,400,0.0181
5322,15,400,0.0187
5323,21,400,0.0192
5324,2,400,0.0203
5325,10,400,0.0215
5326,10,400,0.0228
5327,15,400,0.0235
5328,9,400,0.0248
5329,8,400,0.0261
5330,14,400,0.0283
5331,8,400,0.0307
5332,7,400,0.0315
5333,6,400,0.0315
5334,5,400,0.0324
5335,5,400,0.0315
5336,10,400,0.0307
5337,10,400,0.0259
5338,8,400,0.0252
5339,9,400,0.0207
5340,19,400,0.0185
5341,15,400,0.017
5342,12,400,0.0151
5343,13,400,0.016
5344,10,400,0.0156
5345,19,400,0.0152
5346,16,400,0.0166
5347,18,400,0.0175
5348,6,400,0.0197
5349,23,400,0.0203
5350,13,400,0.0208
5351,15,400,0.0233
5352,13,400,0.0247
5353,12,400,0.0268
5354,12,400,0.0275
5355,12,400,0.0298
5356,8,400,0.0325
5357,8,400,0.0316
5358,10,400,0.0334
5359,18,400,0.0334
5360,20,400,0.0317
5361,25,400,0.0283
5362,24,400,0.0261
5363,20,400,0.0233
5364,14,400,0.0202
5365,20,400,0.0203
5366,17,400,0.0215
5367,19,400,0.0197
5368,21,400,0.0192
5369,16,400,0.0186
5370,21,400,0.0181
5371,30,400,0.0203
5372,29,400,0.0203
5373,14,400,0.0216
5374,28,400,0.0221
5375,11,400,0.0248
5376,9,400,0.0261
5377,9,400,0.0275
5378,13,400,0.0317
5379,7,400,0.0317
5380,14,400,0.0317
5381,10,400,0.0334
5382,11,400,0.0334
5383,13,400,0.0334
5384,19,400,0.0325
5385,5,400,0.0283
5386,10,400,0.0252
5387,11,400,0.022
5388,11,400,0.0196
5389,17,400,0.0181
5390,12,400,0.0166
5391,17,400,0.0161
5392,6,400,0.0166
5393,16,400,0.0166
5394,13,400,0.0167
5395,22,400,0.0176
5396,22,400,0.0192
5397,13,400,0.0209
5398,9,400,0.0214
5399,6,400,0.0233
5400,15,400,0.0224
5401,12,400,0.0282
5402,13,400,0.0315
5403,17,400,0.0315
5404,11,400,0.0313
5405,19,400,0.0331
5406,21,400,0.0342
5407,11,400,0.0352
5408,12,400,0.0332
5409,7,400,0.0273
5410,6,400,0.0245
5411,10,400,0.0207
5412,11,400,0.0185
5413,16,400,0.016
5414,5,400,0.0147
5415,11,400,0.0131
5416,10,400,0.014
5417,21,400,0.0143
5418,35,400,0.0143
5419,21,400,0.0143
5420,25,400,0.0161
5421,26,400,0.0176
5422,16,400,0.0208
5423,37,400,0.022
5424,27,400,0.0232
5425,21,400,0.0275
5426,24,400,0.0298
5427,16,400,0.0315
5428,20,400,0.0313
5429,20,400,0.0341
5430,21,400,0.0341
5431,25,400,0.0332
5432,30,400,0.0314
5433,32,400,0.028
5434,26,400,0.0245
5435,27,400,0.0207
5436,21,400,0.0185
5437,23,400,0.0151
5438,16,400,0.0161
5439,21,400,0.0157
5440,21,400,0.0152
5441,15,400,0.0152
5442,18,400,0.0157
5443,16,400,0.0152
5444,13,400,0.0166
5445,12,400,0.0192
5446,14,400,0.0209
5447,15,400,0.0226
5448,16,400,0.0254
5449,12,400,0.0283
5450,14,400,0.0299
5451,12,400,0.0332
5452,6,400,0.0332
5453,4,400,0.0332
5454,15,400,0.0332
5455,11,400,0.0332
5456,13,400,0.0315
5457,15,400,0.0289
5458,14,400,0.0252
5459,28,400,0.0201
5460,19,400,0.0175
5461,19,400,0.017
5462,22,400,0.0156
5463,16,400,0.0152
5464,14,400,0.0144
5465,26,400,0.014
5466,23,400,0.0148
5467,23,400,0.0166
5468,19,400,0.0175
5469,20,400,0.0185
5470,18,400,0.0196
5471,17,400,0.022
5472,16,400,0.0246
5473,12,400,0.0258
5474,12,400,0.0264
5475,19,400,0.0265
5476,15,400,0.0295
5477,7,400,0.0304
5478,15,400,0.0321
5479,15,400,0.0331
5480,17,400,0.0313
5481,25,400,0.0266
5482,24,400,0.0218
5483,25,400,0.0163
5484,11,400,0.0164
5485,19,400,0.0169
5486,30,400,0.016
5487,25,400,0.0156
5488,20,400,0.0156
5489,18,400,0.0157
5490,19,400,0.0156
5491,21,400,0.0156
5492,21,400,0.0165
5493,21,400,0.0186
5494,23,400,0.019
5495,21,400,0.0226
5496,8,400,0.0244
5497,11,400,0.0289
5498,21,400,0.0297
5499,16,400,0.0297
5500,10,400,0.0305
5501,19,400,0.0313
5502,22,400,0.0313
5503,16,400,0.0313
5504,22,400,0.0306
5505,14,400,0.029
5506,17,400,0.0252
5507,21,400,0.0213
5508,19,400,0.0185
5509,28,400,0.0176
5510,26,400,0.0171
5511,24,400,0.0161
5512,27,400,0.0162
5513,17,400,0.0162
5514,27,400,0.0171
5515,22,400,0.0171
5516,27,400,0.0186
5517,29,400,0.0203
5518,22,400,0.0215
5519,25,400,0.0234
5520,12,400,0.0269
5521,22,400,0.0284
5522,17,400,0.0324
5523,18,400,0.0306
5524,11,400,0.0314
5525,11,400,0.0332
5526,21,400,0.0332
5527,16,400,0.0332
5528,22,400,0.0325
5529,19,400,0.0307
5530,10,400,0.0253
5531,17,400,0.0214
5532,10,400,0.0197
5533,6,400,0.0171
5534,16,400,0.0171
5535,20,400,0.0158
5536,19,400,0.0227
5537,24,400,0.0278
5538,25,400,0.0255
5539,24,400,0.0204
5540,21,400,0.0203
5541,14,400,0.0203
5542,16,400,0.0221
5543,15,400,0.0247
5544,14,400,0.0268
5545,12,400,0.0307
5546,10,400,0.0324
5547,13,400,0.036
5548,9,400,0.035
5549,7,400,0.0379
5550,9,400,0.0292
5551,18,400,0.0256
5552,20,400,0.027
5553,21,400,0.0291
5554,25,400,0.0284
5555,38,400,0.0227
5556,29,400,0.0197
5557,27,400,0.0181
5558,24,400,0.0172
5559,20,400,0.0177
5560,29,400,0.0208
5561,33,400,0.0196
5562,28,400,0.0197
5563,18,400,0.022
5564,28,400,0.0214
5565,18,400,0.0203
5566,19,400,0.0214
5567,25,400,0.0233
5568,15,400,0.0246
5569,18,400,0.0298
5570,20,400,0.0341
5571,17,400,0.0381
5572,15,400,0.0401
5573,24,400,0.0381
5574,17,400,0.0293
5575,23,400,0.0301
5576,34,400,0.0317
5577,23,400,0.0262
5578,32,400,0.0247
5579,47,400,0.0227
5580,41,400,0.0186
5581,27,400,0.017
5582,16,400,0.0175
5583,20,400,0.0161
5584,29,400,0.0152
5585,31,400,0.0143
5586,30,400,0.0135
5587,37,400,0.0161
5588,30,400,0.0175
5589,37,400,0.0175
5590,23,400,0.0197
5591,25,400,0.0207
5592,28,400,0.0246
5593,34,400,0.0282
5594,33,400,0.0314
5595,34,400,0.0314
5596,29,400,0.0323
5597,25,400,0.0332
5598,33,400,0.035
5599,39,400,0.0323
5600,39,400,0.0296
5601,27,400,0.0266
5602,12,400,0.0231
5603,17,400,0.0188
5604,17,400,0.0174
5605,17,400,0.0169
5606,16,400,0.0161
5607,15,400,0.0157
5608,24,400,0.0161
5609,25,400,0.016
5610,13,400,0.0165
5611,26,400,0.0156
5612,22,400,0.017
5613,18,400,0.0191
5614,18,400,0.0208
5615,27,400,0.0233
5616,14,400,0.0246
5617,16,400,0.0252
5618,17,400,0.0289
5619,4,400,0.0297
5620,11,400,0.0323
5621,10,400,0.0322
5622,9,400,0.0323
5623,14,400,0.0333
5624,17,400,0.0297
5625,16,400,0.0274
5626,20,400,0.023
5627,20,400,0.0213
5628,25,400,0.019
5629,25,400,0.017
5630,31,400,0.0147
5631,24,400,0.0135
5632,25,400,0.0131
5633,27,400,0.0139
5634,31,400,0.0143
5635,29,400,0.0151
5636,35,400,0.0151
5637,28,400,0.016
5638,30,400,0.0184
5639,20,400,0.02
5640,28,400,0.0211
5641,26,400,0.0235
5642,23,400,0.0241
5643,18,400,0.027
5644,10,400,0.0302
5645,21,400,0.0339
5646,17,400,0.034
5647,16,400,0.0322
5648,13,400,0.0306
5649,21,400,0.0266
5650,14,400,0.0224
5651,19,400,0.0184
5652,24,400,0.0155
5653,23,400,0.0142
5654,28,400,0.0131
5655,31,400,0.0124
5656,25,400,0.0113
5657,27,400,0.0119
5658,22,400,0.0123
5659,29,400,0.0135
5660,24,400,0.0143
5661,21,400,0.0152
5662,17,400,0.0171
5663,19,400,0.0208
5664,20,400,0.022
5665,14,400,0.0245
5666,16,400,0.0266
5667,16,400,0.0273
5668,17,400,0.0287
5669,16,400,0.0323
5670,23,400,0.0361
5671,19,400,0.0334
5672,20,400,0.0315
5673,19,400,0.0275
5674,19,400,0.0225
5675,21,400,0.018
5676,29,400,0.0165
5677,21,400,0.0147
5678,23,400,0.0131
5679,20,400,0.0127
5680,24,400,0.0148
5681,9,400,0.0166
5682,24,400,0.0166
5683,27,400,0.0166
5684,20,400,0.0161
5685,21,400,0.0166
5686,18,400,0.0186
5687,20,400,0.0202
5688,10,400,0.022
5689,20,400,0.0259
5690,20,400,0.028
5691,17,400,0.0364
5692,19,400,0.0372
5693,17,400,0.0372
5694,17,400,0.0373
5695,25,400,0.0334
5696,22,400,0.0307
5697,26,400,0.0299
5698,20,400,0.0238
5699,34,400,0.0194
5700,32,400,0.0184
5701,31,400,0.0226
5702,25,400,0.0208
5703,32,400,0.0175
5704,31,400,0.0175
5705,40,400,0.0157
5706,33,400,0.0166
5707,40,400,0.0171
5708,29,400,0.0186
5709,27,400,0.0185
5710,35,400,0.0202
5711,31,400,0.02
5712,22,400,0.0211
5713,15,400,0.0236
5714,17,400,0.0241
5715,21,400,0.0217
5716,16,400,0.0256
5717,21,400,0.0262
5718,12,400,0.0279
5719,17,400,0.0265
5720,15,400,0.0237
5721,20,400,0.021
5722,14,400,0.0178
5723,25,400,0.0168
5724,18,400,0.015
5725,22,400,0.0141
5726,21,400,0.0141
5727,22,400,0.0146
5728,19,400,0.0138
5729,27,400,0.013
5730,15,400,0.0139
5731,21,400,0.0151
5732,15,400,0.0143
5733,22,400,0.0143
5734,9,400,0.0142
5735,15,400,0.0137
5736,11,400,0.0148
5737,7,400,0.0148
5738,23,400,0.0166
5739,12,400,0.0175
5740,13,400,0.0185
5741,24,400,0.0179
5742,17,400,0.0174
5743,12,400,0.0173
5744,19,400,0.0169
5745,23,400,0.0161
5746,24,400,0.0135
5747,26,400,0.0128
5748,24,400,0.0114
5749,28,400,0.0101
5750,20,400,0.009
5751,25,400,0.0074
5752,24,400,0.0075
5753,15,400,0.008
5754,19,400,0.0085
5755,24,400,0.0102
5756,13,400,0.0095
5757,12,400,0.0098
5758,26,400,0.0104
5759,23,400,0.0129
5760,18,400,0.0158
5761,23,400,0.0177
5762,21,400,0.0181
5763,27,400,0.0203
5764,32,400,0.0215
5765,34,400,0.0221
5766,34,400,0.0221
5767,38,400,0.0229
5768,28,400,0.0209
5769,19,400,0.0161
5770,25,400,0.0144
5771,23,400,0.0124
5772,24,400,0.011
5773,27,400,0.0095
5774,35,400,0.0101
5775,40,400,0.0088
5776,41,400,0.0091
5777,39,400,0.008
5778,31,400,0.007
5779,18,400,0.0077
5780,15,400,0.0079
5781,20,400,0.0076
5782,23,400,0.0094
5783,24,400,0.0109
5784,10,400,0.0138
5785,24,400,0.0151
5786,34,400,0.015
5787,31,400,0.0158
5788,37,400,0.0174
5789,41,400,0.0196
5790,49,400,0.0209
5791,52,400,0.0197
5792,36,400,0.0191
5793,22,400,0.017
5794,18,400,0.0138
5795,24,400,0.0106
5796,29,400,0.0078
5797,25,400,0.0084
5798,21,400,0.0084
5799,31,400,0.0077
5800,37,400,0.0077
5801,23,400,0.0079
5802,17,400,0.0075
5803,25,400,0.0074
5804,27,400,0.0081
5805,21,400,0.0092
5806,24,400,0.0103
5807,27,400,0.0117
5808,19,400,0.0127
5809,39,400,0.0139
5810,44,400,0.017
5811,48,400,0.0186
5812,62,400,0.0216
5813,67,400,0.0235
5814,53,400,0.0216
5815,49,400,0.0216
5816,24,400,0.0216
5817,21,400,0.0182
5818,20,400,0.0144
5819,18,400,0.0113
5820,30,400,0.0095
5821,28,400,0.0092
5822,23,400,0.0077
5823,17,400,0.0075
5824,37,400,0.0075
5825,28,400,0.0067
5826,32,400,0.0065
5827,37,400,0.0076
5828,35,400,0.0078
5829,33,400,0.0094
5830,35,400,0.0096
5831,37,400,0.0114
5832,33,400,0.014
5833,44,400,0.0178
5834,32,400,0.0231
5835,36,400,0.0253
5836,39,400,0.0252
5837,48,400,0.0266
5838,51,400,0.0274
5839,44,400,0.0257
5840,42,400,0.025
5841,35,400,0.0199
5842,39,400,0.0166
5843,36,400,0.0144
5844,30,400,0.0133
5845,33,400,0.0121
5846,42,400,0.0111
5847,32,400,0.0096
5848,37,400,0.0093
5849,38,400,0.0102
5850,42,400,0.0105
5851,61,400,0.0122
5852,58,400,0.0126
5853,52,400,0.013
5854,43,400,0.0134
5855,49,400,0.0163
5856,54,400,0.0167
5857,74,400,0.0193
5858,64,400,0.0221
5859,65,400,0.0229
5860,65,400,0.0249
5861,76,400,0.0271
5862,66,400,0.0286
5863,64,400,0.0279
5864,55,400,0.0265
5865,54,400,0.021
5866,55,400,0.0189
5867,51,400,0.0164
5868,51,400,0.0142
5869,47,400,0.012
5870,47,400,0.0097
5871,61,400,0.0089
5872,55,400,0.007
5873,65,400,0.0095
5874,62,400,0.0114
5875,58,400,0.0124
5876,68,400,0.0172
5877,67,400,0.0153
5878,70,400,0.0162
5879,71,400,0.0176
5880,67,400,0.0185
5881,57,400,0.0199
5882,59,400,0.0243
5883,52,400,0.0289
5884,51,400,0.0332
5885,56,400,0.0352
5886,53,400,0.0371
5887,58,400,0.0334
5888,76,400,0.0291
5889,80,400,0.026
5890,67,400,0.017
5891,67,400,0.0165
5892,59,400,0.0142
5893,52,400,0.0112
5894,54,400,0.008
5895,75,400,0.0064
5896,82,400,0.0067
5897,91,400,0.0065
5898,80,400,0.0069
5899,83,400,0.0069
5900,95,400,0.0062
5901,78,400,0.0082
5902,69,400,0.0115
5903,64,400,0.0145
5904,78,400,0.0184
5905,77,400,0.0225
5906,82,400,0.0251
5907,83,400,0.0288
5908,79,400,0.0303
5909,81,400,0.0313
5910,81,400,0.0311
5911,95,400,0.0295
5912,75,400,0.0288
5913,75,400,0.0273
5914,58,400,0.0224
5915,35,400,0.0201
